,question,category,answer,choices/0,choices/1,choices/2,choices/3
861,"Which battleship was used by the US Navy during World War II, the Korean War, and the Vietnam War?",general,USS New Jersey (BB-62),USS New Jersey (BB-62),USS Arizona (BB-39),USS Missouri (BB-63),USS Iowa (BB-61)
862,According to the Christian  tradition there are 39 books in the Old Testament. How many books are there in the Old Testament according to the Jewish tradition?,general,24,39,5,24,65
863,Who was the first Major League Baseball player born in what was then called Czechoslovakia?,general,Elmer Valo,Reno Bertoia,Ernie Orvitz,Elmer Valo,Andy Pafko
864,Which song was Billy Joels first US Top Ten Hit?,general,Just the Way You Are,Moivin Out,Just the Way You Are,Piano Man,Shes  Got A Way
865,In this 2005 documentary film a  large number of famous comedians show how they tell one particular dirty joke.,general,The Aristocrats,The Aristocrats,Dirty Rotten Scoundrel,The Elegants,Down and Dirty Comics
866,Where does the word Rastafarian come from?,general,The real name of a king,It comes from a Taino name,The name of a song,The real name of a king,It means the good religion
867,"Where did the word Melba come from, as in Melba toast and Peach Melba?",general,The name of an Australian singer,The name of the wife of the owner of Cunard Cruise Line.,The name of  the proprietress of Del Monicos Steak House.,The name of Henry Fords wife,The name of an Australian singer
868,Who is the only President who had a patent?,general,Lincoln,Hoover,Lincoln,Jefferson,Washington
869,Which US President invented the baseball seventh inning stretch?,general,Taft,Hoover,Taft,Wilson,Harding
870,To whom did the inventor of the typewriter sell his patent?,general,A maker of guns,A maker of guns,A sewing machine company,Thomas A. Edison,The US government
871,"Which if these is an area in Iraq, and a pilgrimage place for some Muslims?",general,Karbala,Tikrit,Mosul,Basra,Karbala
872,"What is the mathematical term for the shape of a footballs path, when thrown form one player to another?",general,Parabola,Parabola,Catenary,Hyperbola,Ellipse
873,Who wrote the opera Mozart et Salieri?,general,Rimsky-Korsakov,Berlioz,Bizet,Rimsky-Korsakov,Saint-Saiens
874,The Magna Carta went into effect in 1215.  Who signed it?,general,nobody,Eleanor of Aquitaine,King John aka John Lackland,nobody,King Richard the Lion Hearted
875,Who invented the doll that says Momma?,general,Alexander Graham Bell,Henry Ford,Benjamin Banneker,Alexander Graham Bell,Thomas Alva Edison
876,Find the odd one.,general,Libra,Taurus,Libra,Capricorn,Leo
877,Which of the following animals is the odd one?,general,Ram,Ram,Hen,Doe,Vixen
878,Which of these is the the odd one?,general,Amethyst,Narcissus,Amethyst,Rose,Daisy
879,Which number is the odd one out?,general,17462,11780,13491,17462,15183
880,Name the odd one.,general,Vixen,Viper,Vixen,Adder,Cobra
881,Which of the following is the the odd one?,general,Silk,Wooden,Steel,Lace,Silk
882,Which of these is the odd one out?,general,Jonquil,Carnelian,Jonquil,Beryl,Jasper
883,Which of the following months is the odd one?,general,April,April,December,May,July
884,Which of these names the odd one?,general,Ferdinand Marcos,Ramon Magsaysay,Sergio Osme̱a Sr.,Ferdinand Marcos,Elpidio Quirino
885,What is another name for Ursa Major?,general,The Great Bear,The Great Bear,The Great Tiger,The Great Lion,The Great Boar
887,Which of the animals listed below has the longest gestation period?,general,Elephant,Rhinoceros,Tiger,Elephant,Boar
888,What would you be eating if you were served Angels on Horseback?,general,Oysters wrapped in bacon,Prunes wrapped in bacon,Clams wrapped in ham,Oysters wrapped in bacon,Shrimp wrapped in chicken
890,Which planet is 5th from the sun?,general,Jupiter,Jupiter,Saturn,Mars,Earth
891,How old was Bobby Fischer when he won the US chess championship on January 8th 1958?,general,14,12,14,22,19
892,What was the previous name of the Los Angeles Dodgers?,general,The Brooklyn Dodgers,The Kansas City Dodgers,The Brooklyn Dodgers,The Bronx Dodgers,The Baltimore Dodgers
894,How much did Harvard Universitys tuition and fees total for the 1958-1959 school year?,general,"$1,250","$2,925","$3,225","$1,250","$5,110"
895,"On the popular TV show The Honeymooners, Ralph worked as a bus driver for this fictional company.",general,Gotham Bus Company,Cityline Bus Company,Red and Tan Bus Company,Metro Bus Company,Gotham Bus Company
896,When was Kevin Bacon born?,general,July 8th 1958,July 8th 1958,May 8th 1958,April 8th 1960,April 8th 1959
897,Who won the 1958 Academy Award for Best Actress?,general,Susan Hayward,Helen Hayes,Susan Hayward,Althea Gibson,Wendy Miller
898,What singer won the 1958 Grammy Award for Best Male Vocal Performance?,general,Perry Como for the song Catch a Falling Star,Perry Como for the song Catch a Falling Star,Bobby Darin for the song Dream Lover,Domenico Mondugno for the song Nel Blu Dipinto,Dick Dale for the song Lets Go Tripping
899,"Who was Vice President under President Dwight D. Eisenhower, when the Alaska Statehood Act was signed?",general,Richard Nixon,Richard Nixon,Nelson  A Rockafeller,Brian V Mitchell,John L Truman
901,How large is one micron?,general,one millionth of a meter,one million meters,one millionth of a kilometer,one million kilometers,one millionth of a meter
902,Who killed Achilles according to Greek mythology?,general,Paris aided by Apollo,Hector aided by the Nereids,Priam aided by Paris,Peleus aided by Thetis,Paris aided by Apollo
903,Which Latin expression means actions speak louder than words?,general,facta non verba,quid edere  posseum,mei capelli sunt  flagrantes,non rape me si placet,facta non verba
904,Which one of these statements was not made by economist Milton Friedman?,general,For the bureaucrat the world is  a mere object to be manipulated by him.,Hell hath no fury like a bureaucrat scorned.,Inflation is one form of taxation that can be  imposed without legislation.,For the bureaucrat the world is  a mere object to be manipulated by him.,Governments never learn. Only people learn.
905,The person who developed the popular game Sudoku was from which country?,general,Switzerland,Switzerland,South Korea,Malaysia,Japan
906,This red herbivorous mammal is endangered because of habitat loss and human interference.,general,Lesser Panda,The Indian Red Badger,Lesser Panda,The Red Fox,The  Asian  Red  Squirrel
907,This programming language that allowed non-scientists to use computers was developed in 1963 by John Kemeny and Thomas Kurtz.,general,BASIC,BASIC,PASCAL,COBOL,Visual BASIC
908,How many prime numbers are smaller than 23?,general,8,8,0,11,12
909,Which of these is the last name of the two brothers who have each won the Cy Young Award given to the best Major League Baseball pitchers?,general,Perry,Perry,Niekro,Dean,Hernandez
910,"Which month is United States Aquarium Month, Candy Month, Dairy Month and Turkey Lovers Month?",general,June,June,November,August,October
911,Which French artist is considered the founder of Fauvism?,general,Matisse,Klee,Monet,Matisse,Manet
912,When Lincoln delivered his Gettysburg Address he was not  the main speaker. Who was the main speaker?,general,Edward Everett,General Grant,Edward Everett,Mrs. Lincoln,General Meade
913,Which of these events came first?,general,The completion of he first standardized Italian dictionary,The completion of he first standardized French dictionary,The completion of the first standard English dictionary,The completion of he first standardized Italian dictionary,The first use of the word scientist
914,"The newton (N), named after Sir Isaac Newton in recognition of his work on classical mechanics, is a unit measuring what?",general,Force,Mass,Speed,Force,Weight
915,"John Howard Lawson, Herbert Biberman, Albert Maltz, Adrian Scott, Sam Ornitz, Dalton Trumbo, Ed Dmytryk, Ring Lardner Jr, Alvah Bessie, and Lester Cole made short speeches to denounce McCarthyism. All of them belonged to a group, known by what name?",general,The Hollywood Ten,The ten spies of the CIA,The ten players of Dr. James Naismith,The Hollywood Ten,The ten judges at the Nuremburg Trials
916,"He reigned until 1725 and carried out a policy of Westernization and expansion, that transformed his country into a major European power.",general,Peter the Great,Peter the Great,Augustus II of Poland,Kemal Ataturk,Frederich the Great
917,"This small, distinct religious community, whose religion resembles Islam, but is influenced by Greek philosophy and other religions, is based mostly in the Middle East. Its members call themselves the People of Monotheism.",general,The Druze,The Druze,The Zoroastrians,The Waldentseinians,The BeHab
918,"This Spanish playwright and poet, author of The Dog in the Manger and The Widow from Valencia,  maintained that a writers business is to write so as to make himself understood.",general,Lope de Vega,Oscar Nareda,Lope de Vega,Jose Ortega y Gassett,Humberto Robinson
919,"This English shipbuilder, merchant and navigator, whose innovative measures made the new English ships fast and highly maneuverable, was one of the main commanders of the English fleet against the Spanish Armada in 1588.",general,John Hawkins,Martin Hawkins,John Hawkins,Francis Hawkins,William Blake
920,"This form of traditional Japanese theater, which aims to make the audience laugh, is characterised by brief plays, stock characters and exaggerated dialogue.",general,Kyogen,Kabuki,Lo fat,Kyogen,Noh
921,"This Dutch naval officer, who became a folk hero during the Eighty Years War between the Dutch republic and Spain, sailed out to capture the Spanish treasure fleet in 1628.",general,Pieter Heyn,Pieter Heyn,Heindrich Van Duten,Henry Hudson,Petyr Stuvessant
922,"The first screen kiss was seen in the short movie The Kiss, shown in what year?",general,1896,1919,1882,1912,1896
923,"Rene Descartes, who is given credit for the invention of analytic geometry in 1637, may have been preceded in this regard by which French mathematician?",general,Fermat,Fourier,Fermat,LaPLace,LaGrange
924,"A war, which was condemned by the United Nations, was fought in 1982 over a group of islands between which two countries?",general,Argentina and Great Britain,Grenada and the USA,Panama and the USA,Argentina and Great Britain,Chile and Argentina
925,"In chemistry, this term refers to two elements with the same atomic number, but different atomic weights.",general,Isotopes,Isotopes,Alleles,Isochronics,Isosceles
926,"This ancient thinker, who was the first person to propose a heliocentric model of the Solar system,  considered that the Earth revolves around the Sun.",general,Aristarchus,Aristades,Hippachus,Heron,Aristarchus
927,Which geographical term describes a geological formation that slopes down from the center in all directions?,general,Quaquaversal,Quean,Quassia,Quaquaversal,Quartan
928,"This US National Park, famous for its mineral waters, is located in southeastern Oklahoma, near the city of Sulphur.",general,Platt,Hot Springs,Yellowstone,Platt,Mesa Verde
929,"The Mars family were the richest American family of 1988, according to Fortune magazine.  They named one of their most successful products after their horse, who was named what?",general,Snickers,Snickers,Bounty,MM,Corny
930,"In 1915, the great American baseball player of the 1920s, Babe Ruth, hit his first home against which team?",general,The Yankees,The Yankees,The Red Stockings,The White Sox,The Red Sox
931,"In 1982, this major Japanese car manufacturer was the first one to begin production of Japanese cars in the USA.",general,Honda,Mazda,Honda,Toyota,Mitsubishi
