,question,category,answer,choices/0,choices/1,choices/2,choices/3
1679,Horace Vandergelder is a character from which Jerry Herman award-winning play of the 60s?,music,Hello Dolly,Dear World,The Best Little Whorehouse in Texas,Sweet  Charity,Hello Dolly
1680,Captain Andy was the captain of the Cotton Blossom in which Jerome Kerns hit show?,music,Showboat,Showboat,Evita,Kismet,The Boy Friend
1681,Nellie Forbush was the female lead who washed her hair on stage in every performance of which play?,music,South Pacific,Into the Woods,Spamalot,Nine,South Pacific
1682,"After their parents divorced, Willie Nelson and his sister were raised by their grandparents. What was the name of his sister?",music,Bobbie,Betsy,Bethany,Billie,Bobbie
1685,"After this musician recorded and made Willie Nelsons song Night Life a hit, Willie joined his famous band the Cherokee Cowboys.",music,Ray Price,Waylone Jennings,Ray Price,Roy Orbison,Hank Snow
1686,"In 1965, Willie Nelson temporarily retired and moved to this city.",music,"Austin, Texas","Amarillo, Texas","Memphis, Tennessee","Austin, Texas","Nashville, Tennessee"
1687,"When Willie Nelson moved to Columbia Records in 1975, he was given complete control over his work and this album became his first truthfully gratifying hit for him.",music,Red-Headed Stranger,Red Country,El Paso City,Outlaw Country,Red-Headed Stranger
1688,"Willie Nelson and this musician released Wanted: The Outlaws!, country musics first platinum album.",music,Waylon Jennings,Roy Orbison,Waylon Jennings,Johnny Cash,Kris Kristofferson
1689,Willie Nelson and three of the four singers below formed a group called The Highwaymen. Which of these singers was not a member of the group?,music,Merle Haggard,Merle Haggard,Waylon Jennings,Kris Kristofferson,Johnny Cash
1690,What character did Willie Nelson play in the 2005 movie Dukes of Hazzard?,music,Uncle Jessie Duke,Cooter,Roscoe P. Coletrain,Uncle Jessie Duke,Boss Hogg
1691,What year did Willie Nelson receive Kennedy Center Honors?,music,1998,1998,2002,2000,2001
1693,"Which song by Madonna won the 2000 Grammy Award  for Best Song Written for Motion Picture, Television or Other Visual Media?",music,Beautiful Stranger,Frozen,This Used To Be My Playground,Vogue,Beautiful Stranger
1694,"In 1998, this video by Madonna won the MTV Awards for  Video of the Year, Best Female Video, Best Direction, Best Choreography and Best Editing.",music,Ray of Light,Ray of Light,Candy Perfume Girl,Nothing Really Matters,Frozen
1695,"In addition to her musical and acting achievements, Madonna also had a successful side career as a bestselling childrens book author. Which of the following is not a book written by Madonna?",music,Alice Piesziekis Dreams,Alice Piesziekis Dreams,The English Roses,Yakov and the Seven Thieves,Mr. Peabodys Apples
1696,What was Madonnas nickname when she was performing with The Breakfast Club?,music,Emmy,Nonie,Maddy,Maddie,Emmy
1697,Which single by Madonna was produced by DJ Mark Kamins and played at the NYC nightclub Danceteria?,music,Everybody,Everybody,Everyone,The Only One,Everyone Else
1698,Madonna moved to New York City in July 1978 to pursue a dance career. How much money did she have when she first arrived in NYC?,music,USD 35,USD 20,USD 100,USD 35,USD 55
1699,"In 1980, Madonna signed a singles contract with Sire Records according to which she was paid how much per song?",music,USD 5000,USD 2000,USD 500,USD 5000,USD 3000
1700,Which single from Madonnas debut album became a multi-platinum hit?,music,Holiday,Like A Virgin,Holiday,Material Girl,True Blue
1701,Which of the following did not sing a song titled Clementine?,music,John Lister,Mark Owen,The Decemberists,Elliot Smith,John Lister
1702,What hard rock band went soft when they recorded Beth for their 5th album titled Destroyer?,music,Kiss,Motley Crue,Van Halen,Kiss,Def Leppard
1703,Little Richard first sang about this long and tall woman in 1956. The single would reach the top of the RB charts.,music,Sally,Sally,Jenny,Rita,Paula
1704,"What resilient band, inducted into the Rock and Roll Hall of Fame in 1995, had two big hits with Sweet Melissa and Jessica?",music,Allman Brother Band,Kansas,Allman Brother Band,Grand Funk Railroad,The Eagles
1705,"This Seattle band recorded Polly on their 2nd album. It was about an actual girl who was kidnapped and tortured in Tacoma, Washington before escaping to safety.",music,Nirvana,Pearl Jam,Nirvana,Alice in Chains,Soundgarden
1706,"What song was an African-American work song credited to Leadbelly Ledbetter and thought to be either about a woman and her child, or a marching cadence about a rifle?",music,Black Betty,Sweet Adeline,Black Betty,Ballad of Carol Lynn,Jezebel
1707,What rapper released the unflattering song titled Kim about his former wife and mother of his daughter Hallie?,music,Eminem,L.L. Cool J,Snoop Dog,Eminem,Ice Tea
1708,In 1986 True Colors by Cyndi Lauper was #1 on the Billoboards chart. In November it was overtaken by this love ballad released by Boston.,music,Amanda,Donna,Sherri,Nancy,Amanda
1709,"In 1997, which Vanity 6 / Apollonia 6 member(s) released an album called Stay with Me?",music,Apollonia,Denise Matthews a.k.a. Vanity,Brenda Bennett and Susan Moosie,Wendy and Lisa,Apollonia
1710,Who was originally set to co-star in Under the Cherry Moon alongside Prince?,music,Apollonia,Vanity,Brook Shields,Apollonia,Jill Jones
1711,Who co-starred in Never too young to Die alongside Denise Matthews a.k.a. Vanity?,music,Gene Simmons,Mr. T,Tommy Lee,Rob Lowe,Gene Simmons
1712,"Before becoming Vanity 6,  the ladies were to be named this.",music,The Hookers,Princes Angels,The Hookers,Girl 6,Motel 6
1713,Who sang lead on Vanity 6s Drive Me Wild?,music,Susan,Susan,Jill Jones,Vanity,Brenda
1714,Which of the following ladies did Prince date in High School?,music,Susan,Vanity (Denise Matthews),Susan,Madonna,Jill Jones
1715,Princes video Raspberry Beret was a representation of which of these?,music,Purple Rain scenes with Apollonia,His relationship with his band,Purple Rain scenes with Apollonia,Romance with Vanity,A Preview to his movie Under The Cherry Moon
1716,"Before Purple Rains director met actress and model Patricia Kotero (Apollonia), this woman was to be Princes girl in the movie.",music,Jennifer Beals (FlashDance),Jennifer Beals (FlashDance),Sheila E (Glamorous Life),Mariah Carey (she was doing backup for Brenda Starr at the time),Wendy or Lisa (was never determined which would get the part)
1717,Whenever I Call You Friend was a successful duet for Kenny Loggins and this singer.,music,Stevie Nicks,Amy Grant,Rita Coolidge,Melissa Manchester,Stevie Nicks
1718,"Baby, Come to Me was a number one hit for this singer and Patti Austin in 1983.",music,James Ingram,James Ingram,Al Jarreau,Luther Vandross,George Benson
1719,Donny Hathaway and this incredible singer released a number of successful duets including The Closer I Get to You and Where Is the Love.,music,Roberta Flack,Carole King,Thelma Houston,Roberta Flack,Aretha Franklin
1720,"Which 1960s American folk rock band sang a song containing the line: We hold but a moment, sunlight fading into gray.?",music,Youngbloods,The Jackson Five,The Platters,The Four Seasons,Youngbloods
1721,"The line You can see the sun, but you cant reach it is from a song performed by which of the following?",music,Howard Jones,Cyndi Lauper,Howard Jones,Depeche Mode,Peter Gabriel
1722,"Who performed the 1984 hit, which included this line: Empty lake, empty street, the sun goes down alone.?",music,Don Henley,Don Henley,The Eagles,Glen Frey,Mike and the Mechanics
1723,"Name the performer of the 1972 song, containing the following lyrics: You drove your lear jet to Nova Scotia to see a total eclipse of the sun.",music,Carly Simon,Patty Smythe,Carly Simon,Carole King,Suzi Quatro
1724,"Sun, sun, sun, here it comes is the refrain of a song recorded by which popular group?",music,The Beatles,Smashmouth,The Monkees,The Beatles,The Temptations
1725,Which singer/songwriter released the 1970 song which contains these lyrics: Ive seen sunny days that I thought would never end?,music,James Taylor,Carly Simon,Carole King,Bruce Springsteen,James Taylor
1726,"Name the country singer, who performed a Grammy-winning song containing the following lyrics: Along with the sunshine, theres got to be a little rain sometimes.",music,Lynn Anderson,Martha and the Vandellas,Lynn Anderson,Brenda Lee,Donna Fargo
1727,"Which singer became best known for the 1972 hit opening with the line:  Shine on me sunshine, walk with me world?",music,Donna Fargo,Martha and the Vandellas,Donna Fargo,Lynn Anderson,Patsy Cline
1728,"Who sang the 1991 song containing the line: The sun was always shining, we just lived for fun?",music,Queen,UB40,Prince,U2,Queen
1729,"Michael Cretu, David Fairstein and Frank Peterson created this innovative group in 1990. They were among the first to use non-percussion musical instruments and vocal samples like the Gregorian monk chants on their album called MCMXC a.D. Who are they?",music,Enigma,Enigma,Clannad,Enya,Stone Temple Pilots
1730,I was born in 1979 in Greenbelt Maryland. I am an accomplished singer and have starred in the movies Chicago and Cursed. Who am I?,music,Mya,Christina Aguilera,Lil Kim,Mya,Queen Latifah
1731,"Which famous singer was banned from playing at the Ritz ballroom in Bridgeport, Connecticut in 1955?",music,Fats Domino,Elvis Presley,Bobby Vinton,Fats Domino,Frankie Avalon
1732,"After Ed Sullivans controversial show in 1957, what famous song performed by Elvis Presley was banned on radio stations across America?",music,White Christmas,White Christmas,Blue Suede Shoes,Blue Christmas,Hound Dog
1733,"In 1962, Catholic students in New York were forbidden to dance to what song?",music,The Twist,Cant Get No Satisfaction,Heartbreak Hotel,The Twist,Twist and Shout
1734,What Rolling Stones song had to be changed so that the band could appear on the Ed Sullivan show?,music,Lets Spend The Night Together,Lets Spend The Night Together,Under My Thumb,Paint It Black,Cant Get No Satisfaction
1735,Which one of these songs did not violate FCC rules during 1971?,music,Rocky Mountain High,One Toke Over the Line,Rocky Mountain High,Yellow Submarine,Puff The Magic Dragon
1736,What singer was banned in the United States from playing his controversial lyrics on the airwaves in 1972?,music,John Denver,John Denver,John Lennon,Paul McCartney,Mick Jagger
1737,What band was banned from playing their music in South Africa in 1980 for inciting potential rebellion amongst its young audience?,music,Pink Floyd,Rolling Stones,The Who,Pink Floyd,Led Zeppelin
1738,What American committee was formed in 1985 by the wives of several congressmen with the mission to educate parents about alarming trends in popular music?,music,PMRC (Parents Music Resource Center),PMMC (Parents Minding Music Center),PMRC (Parents Music Reserve Center),PMRC (Parents Music Resource Center),PMRC (Parents Monitor Resource Center)
1739,What singer/band was sued by parents in 1987 for the suicide of their son?,music,Ozzy Osbourne,Gene Simmons,Motley Crue,Judas Priest,Ozzy Osbourne
1740,"At a conference sponsored by Crime Prevention Resource Center in Fort Worth, Texas, representatives of several local police departments advocated what form of treatment for Marilyn Manson fans in 1998?",music,Forced hospitalization,Forced medication,Group Therapy,Forced hospitalization,Detox units
1741,"The Shulman brothers, who founded the progressive rock group, Gentle Giant in 1970, were part of which 60s pop group?",music,Simon Dupree and the Big Sound,Changes,Simon Dupree and the Big Sound,Love Inc.,The Bell Towers
1742,"This British saxophonist and flautist joined progressive rock band King Crimson in 1970 and contributed to their second album, In the Wake of Poseidon.",music,Mel Collins,Michael Giles,Mel Collins,Greg Lake,Robert Fripp
1744,"In 1972, this British progressive rock band released their third album, entitled Trilogy.",music,"Emerson, Lake  Palmer",Genesis,Gentle Giant,"Emerson, Lake  Palmer",Final Conflict
1746,"This group were opening for band Scandal, when they attracted the attention of Derek Shulman, ex-member of Gentle Giant, as a result of which he signed them to PolyGram.",music,Bon Jovi,Bon Jovi,U2,Steely Dan,Simple Minds
1747,Which of the following bands is NOT from Great Britain?,music,AC/DC,Slade,Deep Purple,AC/DC,Rainbow
1748,What artist released the album Comes Alive?,music,Peter Frampton,Peter Frampton,Elvis Presley,Elvis Costello,David Bowie
1749,Unleashed In The East was released by which artist?,music,Judas Priest,AC/DC,Judas Priest,Dokken,Iron Maiden
