,question,category,answer,choices__001,choices__002,choices__003,choices__004
941,In what popular Macaulay Culkin movie has supermodel Claudia Schiffer made an appearance?,celebrities,Richie Rich,Home Alone 2: Lost in New York,My Girl,Richie Rich,Party Monster
942,Supermodel Cindy Crawford won an academic scholarship to major in this field at Northwestern University.,celebrities,Chemical engineering,Chemical engineering,Medicine,Physics,Information technology
943,What is the name of supermodel Kate Moss daughter born on 29 September 2002?,celebrities,Lila,Lenee,Leona,Lily,Lila
944,"What fashion designer called supermodel Linda Evangelista top of the tops and stated, There is not another model in the world as professional as she is?",celebrities,Karl Lagerfeld,Stefano Gabbana,Roberto Cavalli,Karl Lagerfeld,John Galliano
945,In what popular TV sitcom did supermodel Elle Macpherson make a guest appearance in 1999?,celebrities,Friends,Friends,Will And Grace,Two Guys and a Girl,Veronicas Closet
946,What actress did supermodel Tyra Banks co-star with in the 2000 Disney film Life-Size?,celebrities,Lindsay Lohan,Hilary Duff,Ashley Olsen,Lindsay Lohan,Dakota Fanning
947,What member of Bon Jovi did model Eva Herzigova marry in September 1996?,celebrities,Tico Torres,David Bryan,Jon Bon Jovi,Tico Torres,Richie Sambora
948,Model Helena Christensen admitted she was addicted to this food and was even considering getting a shoulder tattoo of it.,celebrities,Cheese,Fish,Broccoli,Mushrooms,Cheese
949,"What popular person once said, The history of dance on film begins with Astaire?",celebrities,Gene Kelly,Kirk Douglas,Marlon Brando,Gene Kelly,Steven Spielberg
950,What musical instrument did Fred Astaire learn to play when he was a child?,celebrities,All of these,All of these,Accordion,Clarinet,Piano
951,Where did Fred Astaire and his sister Adele suposedly take their stage name Astaire from?,celebrities,From their uncles name,From their uncles name,From their dance instructor,From a book character,From the name of a cafeteria
952,What did Fred Astaires screen test report for RKO Pictures read according to him?,celebrities,Cant act.,Cant act.,Cant talk.,Cant dance.,Cant sing.
953,"What is the name of Fred Astaires first-born child, born in 1936?",celebrities,"Fred, Jr.",Ava,Phyllis,Peter,"Fred, Jr."
954,How did Fred Astaire break his wrist when he was seventy-eight?,celebrities,He fell from his grandsons skateboard.,He fell from a bicycle.,He slipped by the swimming pool.,He fell from his grandsons skateboard.,He lost balance while doing a headstand.
955,What peculiar clause does Fred Astaires will contain?,celebrities,He should never be portrayed in films.,All his money and possessions should go to charity.,He should never be portrayed in films.,His favorite horse should be buried with him.,His daughter should never get married if she wants to inherit his fortune.
956,What animal costume did young Fred Astaire wear at his first ever stage performance?,celebrities,Lobster costume,Ant costume,Frog costume,Lobster costume,Bear costume
957,What award did Fred Astaire receive from his long-time professional partner Ginger Rogers in 1950?,celebrities,Academy Award,Nobel Prize,Emmy Award,Grammy Lifetime Achievement Award,Academy Award
958,What legendary actress starred alongside Fred Astaire in the 1957 musical movie Funny Face?,celebrities,Audrey Hepburn,Audrey Hepburn,Grace Kelly,Marilyn Monroe,Ginger Rogers
959,What is Kirk Douglas birth name?,celebrities,Issur Danielovitch,David Mois,Dmitri Sanglel,Izzy Demsky,Issur Danielovitch
960,What job did Kirk Douglas have before he turned to acting?,celebrities,Newspaper boy,Wrestler,All of these,Newspaper boy,Gardener
961,In which war did Kirk Douglas participate after he joined the U.S. Navy?,celebrities,World War II,World War II,Vietnam War,All of these,Korean War
962,How many children did Kirk Douglas father?,celebrities,Four,Four,One,Two,Seven
963,What famous painter did Kirk Douglas portray in the 1956 movie Lust for Life?,celebrities,Vincent Van Gogh,Rembrandt,Vincent Van Gogh,Paul Gauguin,Pablo Picasso
964,What expression did Kirk Douglas use to describe the majority of characters he has played in movies?,celebrities,Sons of bitches,Nasty bastards,None of these,Slimy thugs,Sons of bitches
965,In what movie did Kirk Douglas portray manipulative film producer Jonathan Shields?,celebrities,The Bad and the Beautiful,The Bad and the Beautiful,For Love or Money,Is Paris Burning,Man Without a Star
966,"Which popular Jules Verne character did Kirk Douglas portray in the 1954 movie 20,000 Leagues Under the Sea?",celebrities,Ned Land,Conseil,Professor Pierre Arounax,Ned Land,Professor Pierre Arounax
967,What accident did Kirk Douglas survive in 1991?,celebrities,Helicopter crash,Plane crash,Shipwreck,Car crash,Helicopter crash
968,What character did Kirk Douglas portray in the 1949 movie Champion that brought him his first Oscar nomination?,celebrities,Boxer,Baseball player,Sprinter,Boxer,Horse rider
969,"Actor and director George Clooney was born on May 6, 1961 in this US state.",celebrities,Kentucky,Ohio,Delaware,Kentucky,Kansas
970,What medical condition did George Clooney develop when he was a student?,celebrities,Bells palsy,Dyslexia,All of these,Insomnia,Bells palsy
971,George Clooney tried to play this sport professionally when he was younger.,celebrities,Baseball,Tennis,Rugby,Baseball,Football
972,Actor and director George Clooney planned to start a career in this field when he was a student.,celebrities,Law,Medicine,Law,Psychology,Computer technology
973,What job did George Clooney have before he started his film career?,celebrities,Underwear salesman,Battery tester,Veterinary assistant,Underwear salesman,Tree planter
974,What was the name of George Clooneys character on NBCs medical drama ER?,celebrities,Dr. Douglas Ross,Dr. Peter Benton,Dr. Mark Greene,Dr. John Carter,Dr. Douglas Ross
975,What was the movie for which George Clooney received his first Academy Award?,celebrities,Syriana,"Good Night, and Good Luck",Oceans Thirteen,Michael Clayton,Syriana
976,"In what kind of accident was George Clooney injured on September 21, 2007?",celebrities,Motorcycle crash,He was attacked by a crocodile.,He slipped in the bathroom.,Hunting accident,Motorcycle crash
977,George Clooney had this large animal as a pet between 1987 and 2006.,celebrities,Pig,Panda,Pig,Llama,Tiger
978,Which of these movies was directed by George Clooney?,celebrities,Confessions of a Dangerous Mind,All of these,Confessions of a Dangerous Mind,One Fine Day,The Perfect Storm
979,What magazine rated actor Patrick Swayze The Sexiest Man Alive in 1991?,celebrities,People,Rolling Stone,Elle,Vogue,People
980,"What member of Patrick Swayzes family was a dancer, choreographer and dance instructor?",celebrities,His mother,His father,His mother,His eldest sister,His eldest brother
981,"What does Jennifer Greys character, Baby, bring to the party in the 1987 movie Dirty Dancing, also starring Patrick Swayze?",celebrities,A watermelon,A pumpkin pie,A whole roasted duck,A basket of homemade cookies,A watermelon
982,In what 1979 movie did Patrick Swayze make his debut appearance?,celebrities,"Skatetown, U.S.A.",Red Dawn,Uncommon Valor,The Outsiders,"Skatetown, U.S.A."
983,For his performance in what movie did Patrick Swayze receive his first Golden Globe Award nomination for Best Actor?,celebrities,Dirty Dancing,Dirty Dancing,"To Wong Foo, Thanks for Everything! Julie Newmar",Ghost,Next of Kin
984,"What is the meaning of the slang phrase Im Swayze, popular in hip-hop culture and referring to Patrick Swayzes role in Ghost?",celebrities,Im leaving,Im leaving,Im dead tired,Im a great lover,Im here even when youre unaware
985,What animals did actor Patrick Swayze breed in his ranches in California and New Mexico?,celebrities,Arabian horses,Parrots,Arabian horses,Golden Retrievers,Penguins
986,"What is the name of the actress whom Patrick Swayze married in June 12, 1975?",celebrities,Lisa Niemi,Paula Abdul,Jennifer Grey,Jennifer Milmore,Lisa Niemi
987,For what 1991 movie was actor Patrick Swayze nominated for the MTV Movie Award for Most Desirable Male?,celebrities,Point Break,"To Wong Foo, Thanks for Everything! Julie Newmar",City of Joy,Point Break,Ghost
988,What was the last movie that actor Patrick Swayze appeared in before his death?,celebrities,Powder Blue,Christmas in Wonderland,Keeping Mum,Powder Blue,Jump!
989,Where was Milla Jovovich born?,celebrities,"Kiev, USSR",Russia,"Kiev, USSR","Los Angeles, CA","London, UK"
990,What year was Milla Jovovich born?,celebrities,1975,1975,1977,1974,1973
992,What is the name of Milla Jovovichs mother?,celebrities,Galina Jovovich,Natasha Loginova,Galina Jovovich,Bogdana Jovovich,Milica Loginova
993,In which movie did Milla Jovovich make her film debut?,celebrities,Two Moon Junction,Two Moon Junction,Ultraviolet,The Fifth Element,Resident Evil
995,Milla Jovovich went to high school with which of the following?,celebrities,Christina Applegate,Angelina Jolie,Reese Witherspoon,Christina Applegate,Christina Aguilera
996,In 2003 Milla Jovovich got engaged to this director.,celebrities,Paul W.S. Anderson,Zalman King,Steven Spielberg,Paul W.S. Anderson,Luc Besson
997,When did Louis Prima live?,celebrities,1910- 1978,1909-1969,1910- 1978,1923-1999,1914-1992
998,Which was  Louis Primas  first instrument ?,celebrities,violin,accordion,violin,trombone,trumpet
999,What was Louis Primas nickname?,celebrities,The King of Swingers,The Master of  Swing,The King of Swing,The Swingman,The King of Swingers
1000,With which singer was Louis Prima  most closely  aligned ?,celebrities,Keely Smith,Peggy Lee,Adela Hunter,Doris Day,Keely Smith
1001,The band usually backed up Louis Prima for most of his career.,celebrities,Sam Butera and the Witnesses,Sam Butera and the Witnesses,The New Orleans Swingers,The Band of Renown,The Dixie Five
1002,Both David Lee Roth and  Brian Setzer had hits with remakes of this song popularized by Louis Prima.,celebrities,Just A Gigolo,Just A Gigolo,Angelina,Bona Sera Signorina,Jump Jive and Then You Wail
1003,Which of these was not a Louis Prima  song ?,celebrities,"Day In, Day Out",Robin Hood,Josephina No Leana on the Bell,"Day In, Day Out",Bacciagaloop (Makes  Love on the Stoop.)
1004,"Ella Fitzgerald, Etta James, Jo Stafford, The Harptones, and Christina Aquilera all had  big hits with this Louis Prima  written song.",celebrities,A Sunday Kind of Love,Felicia No Capicia,A Sunday Kind of Love,Oh Marie,Bell Bottom Trousers
1005,Louis Prima was one of the top performers in Las Vegas for many years. How was his show publicized?,celebrities,The Wildest Show in Vegas,The Swingingest Show in Vegas,Oh Baby!,The Wildest Show in Vegas,The New Orleans King and the band of Renown
1006,Disney  used Louis Primas voice  for a character in this  movie.,celebrities,The Jungle Book,Song of the South,The Jungle Book,Shrek,Pinnochio
1007,Which was not a Louis Prima number ?,celebrities,The Mouse That Roared,"Civilization (Bongo, Bongo, Bongo)",The Mouse That Roared,Bell Bottom Trousers,Banana Split for My Baby
1008,Justin Timberlakes What Goes Around.....Comes Around! video featured which of the following actresses?,celebrities,Scarlett Johansson,Liv Tyler,None of these,Scarlett Johansson,Alicia Silverstone
1009,What is the name of the record label that Justin Timberlake started in 2007?,celebrities,Tennman Records,Tennman Records,Tennman Productions,J.T. Productions,Timberland Records
1011,Who joined Justin Timberlake on his Justified/Stripped Tour in 2003?,celebrities,Christina Aguilera,Nelly Furtado,Britney Spears,Scarlett Johansson,Christina Aguilera
1012,Which of the following movies does not star Justin Timberlake?,celebrities,Cabin Fever,Shrek the Third,Black Snake Moan,Cabin Fever,Alpha Dog
1013,At which of the follwing events did Justin Timberlake make a special guest performance in 2006?,celebrities,Victorias Secret Fashion Show,Calvin Klein Fashion show,Tommy Hilfiger Fashion Show,None of these,Victorias Secret Fashion Show
1014,Audrey Hepburn stated that this was the most traumatic moment of her life.,celebrities,Her father leaving the family,Her father leaving the family,Her mothers death,All of these,Losing her baby
1015,What did Audrey Hepburn study at school along with the standard school curriculum?,celebrities,Ballet,Violin,Acting,Pottery,Ballet
1016,What disorder did Audrey Hepburn develop as a result of malnutrition during the German occupation of the Netherlands?,celebrities,All of these,All of these,Edema,Respiratory problems,Acute anemia
1017,How did Audrey Hepburn like to kill time when she was a child?,celebrities,By drawing,By drawing,By knitting,By writing,By cooking
